ID,Latitude,Longitude,Altitude,MagX,MagY,MagZ,NetField,TimeStamp
1,Latitude,Longitude,Altitude,MagX,MagY,MagZ,NetField,TimeStamp
1857,67.5833332,25.096124,0,-41.377,-1.274,-47.074,62.687,3/12/2023 19:25
1858,67.5833332,25.096124,0,-43.026,-2.099,-46.474,63.368,3/12/2023 19:25
1859,67.5833332,25.096124,0,-42.801,-2.699,-46.325,63.129,3/12/2023 19:25
1860,67.5833332,25.096124,0,-44.076,-1.874,-47.824,65.064,3/12/2023 19:25
1861,67.5833332,25.096124,0,-41.077,-1.424,-47.824,63.059,3/12/2023 19:25
1862,67.5833332,25.096124,0,-43.176,-2.249,-46.624,63.585,3/12/2023 19:25
1863,67.5833332,25.096124,0,-41.977,-3.223,-49.248,64.791,3/12/2023 19:25
1864,67.5833332,25.096124,0,-40.028,-2.624,-47.524,62.19,3/12/2023 19:25
1865,67.5833332,25.096124,0,-44.076,-1.349,-47.449,64.776,3/12/2023 19:25
1866,67.5833332,25.096124,0,-40.253,-3.148,-48.348,62.99,3/12/2023 19:25
1867,67.5833332,25.096124,0,-41.977,-2.024,-48.573,64.23,3/12/2023 19:25
1868,67.5833332,25.096124,0,-41.677,-2.848,-49.473,64.751,3/12/2023 19:25
1869,67.5833332,25.096124,0,-42.801,-2.923,-47.974,64.358,3/12/2023 19:25
1870,67.5833332,25.096124,0,-43.251,-2.773,-47.674,64.429,3/12/2023 19:25
1871,67.5833332,25.096124,0,-42.876,-4.572,-47.449,64.115,3/12/2023 19:25
1872,67.5833332,25.096124,0,-42.951,-7.796,-49.323,65.866,3/12/2023 19:25
1873,67.5833332,25.096124,0,-42.277,-5.922,-49.998,65.743,3/12/2023 19:25
1874,67.5833332,25.096124,0,-40.028,-4.947,-49.098,63.54,3/12/2023 19:25
1875,67.5833332,25.096124,0,-39.503,5.322,-47.374,61.912,3/12/2023 19:25
1876,67.5833332,25.096124,0,-41.902,2.848,-47.824,63.647,3/12/2023 19:25
1877,67.5833332,25.096124,0,-47.974,10.119,-41.377,64.156,3/12/2023 19:25
1878,67.5833332,25.096124,0,-47.749,9.445,-41.452,63.933,3/12/2023 19:25
1879,67.5833332,25.096124,0,-52.921,6.072,-38.979,66.006,3/12/2023 19:25
1880,67.5833332,25.096124,0,-51.122,3.598,-41.452,65.914,3/12/2023 19:25
1881,67.5833332,25.096124,0,-50.522,3.448,-39.503,64.225,3/12/2023 19:25
1882,67.5833332,25.096124,0,-53.521,2.474,-37.779,65.558,3/12/2023 19:25
1883,67.5833332,25.096124,0,-54.045,-1.049,-36.955,65.48,3/12/2023 19:25
1884,67.5833332,25.096124,0,-55.02,-3.523,-34.856,65.227,3/12/2023 19:25
1885,67.5833332,25.096124,0,-52.396,0.675,-39.503,65.623,3/12/2023 19:25
1886,67.5833332,25.096124,0,-52.171,0.075,-36.88,63.89,3/12/2023 19:25
1887,67.5833332,25.096124,0,-53.671,-3.523,-35.381,64.379,3/12/2023 19:25
1888,67.5833332,25.096124,0,-52.996,-0.974,-37.105,64.701,3/12/2023 19:25
1889,67.5833332,25.096124,0,-49.998,-1.424,-36.955,62.189,3/12/2023 19:25
1890,67.5833332,25.096124,0,-54.42,-1.424,-35.755,65.131,3/12/2023 19:25
1891,67.5833332,25.096124,0,-50.072,-2.024,-35.53,61.431,3/12/2023 19:25
1892,67.5833332,25.096124,0,-49.773,-1.649,-34.931,60.829,3/12/2023 19:25
1893,67.5833332,25.096124,0,-54.945,-0.9,-36.055,65.725,3/12/2023 19:25
1894,67.5833332,25.096124,0,-53.745,0.9,-33.881,63.54,3/12/2023 19:25
1895,67.5833332,25.096124,0,-52.471,1.124,-36.58,63.973,3/12/2023 19:25
1896,67.5833332,25.096124,0,-52.021,-0.45,-37.854,64.338,3/12/2023 19:25
1897,67.5833332,25.096124,0,-51.647,-3.373,-37.704,64.034,3/12/2023 19:25
1898,67.5833332,25.096124,0,-48.348,-2.773,-41.902,64.039,3/12/2023 19:25
1899,67.5833332,25.096124,0,-48.723,-2.699,-41.827,64.271,3/12/2023 19:25
1900,67.5833332,25.096124,0,-49.473,-1.049,-40.628,64.026,3/12/2023 19:25
1901,67.5833332,25.096124,0,-51.122,-1.349,-39.878,64.85,3/12/2023 19:25
1902,67.5833332,25.096124,0,-50.672,-1.649,-40.628,64.969,3/12/2023 19:25
1903,67.5833332,25.096124,0,-46.699,4.947,-42.727,63.489,3/12/2023 19:25
1904,67.5833332,25.096124,0,-44.75,14.692,-43.851,64.353,3/12/2023 19:25
1905,67.5833332,25.096124,0,-55.994,0.525,-29.834,63.448,3/12/2023 19:25
1906,67.5833332,25.096124,0,-50.597,4.423,-27.66,57.833,3/12/2023 19:25
1907,67.5833332,25.096124,0,-55.02,4.722,-21.588,59.292,3/12/2023 19:25
1908,67.5833332,25.096124,0,-54.345,1.649,-37.629,66.122,3/12/2023 19:25
1909,67.5833332,25.096124,0,-52.321,-2.549,-32.382,61.584,3/12/2023 19:25
1910,67.5833332,25.096124,0,-55.02,-2.024,-25.036,60.482,3/12/2023 19:25
1911,67.5833332,25.096124,0,-51.047,0.225,-37.479,63.329,3/12/2023 19:25
1912,67.5833332,25.096124,0,-47.974,12.218,-39.653,63.428,3/12/2023 19:25
1913,67.5833332,25.096124,0,-52.171,7.571,-37.854,64.901,3/12/2023 19:25
1914,67.5833332,25.096124,0,-55.245,8.845,-37.255,67.217,3/12/2023 19:25
1915,67.5833332,25.096124,0,-46.624,13.568,-39.728,62.739,3/12/2023 19:25
1916,67.5833332,25.096124,0,-49.623,12.593,-38.529,64.074,3/12/2023 19:25
1917,67.5833332,25.096124,0,-52.246,11.694,-33.282,63.04,3/12/2023 19:25
1918,67.5833332,25.096124,0,-59.817,8.995,-17.84,63.066,3/12/2023 19:25
1919,67.5833332,25.096124,0,-54.87,6.297,-24.062,60.244,3/12/2023 19:25
1920,67.5833332,25.096124,0,-58.843,6.821,-19.339,62.314,3/12/2023 19:25
1921,67.5833332,25.096124,0,-54.195,10.869,-27.585,61.775,3/12/2023 19:25
1922,67.5833332,25.096124,0,-55.844,4.048,-30.208,63.62,3/12/2023 19:25
1923,67.5833332,25.096124,0,-51.272,8.995,-35.231,62.856,3/12/2023 19:25
1924,67.5833332,25.096124,0,-51.347,8.395,-35.156,62.792,3/12/2023 19:25
1925,67.5833332,25.096124,0,-53.146,2.923,-34.031,63.176,3/12/2023 19:25
1926,67.5833332,25.096124,0,-53.895,2.399,-35.306,64.474,3/12/2023 19:25
1927,67.5833332,25.096124,0,-57.568,4.273,-35.006,67.511,3/12/2023 19:25
1928,67.5833332,25.096124,0,-51.497,3.073,-37.329,63.678,3/12/2023 19:25
1929,67.5833332,25.096124,0,-44.451,4.123,-41.077,60.665,3/12/2023 19:25
1930,67.5833332,25.096124,0,-50.372,2.174,-32.382,59.922,3/12/2023 19:25
1931,67.5833332,25.096124,0,-50.147,-0.3,-34.856,61.072,3/12/2023 19:25
1932,67.5833332,25.096124,0,-52.546,-0.75,-36.355,63.901,3/12/2023 19:25
1933,67.5833332,25.096124,0,-53.671,-1.499,-33.731,63.408,3/12/2023 19:25
1934,67.5833332,25.096124,0,-54.72,-1.574,-29.159,62.024,3/12/2023 19:25
1935,67.5833332,25.096124,0,-60.117,-3.673,-12.143,61.441,3/12/2023 19:25
1936,67.5833332,25.096124,0,-46.1,5.172,-27.81,54.086,3/12/2023 19:25
1937,67.5833332,25.096124,0,-45.95,2.474,-17.39,49.193,3/12/2023 19:25
1938,67.5833332,25.096124,0,-47.749,-0.375,-14.767,49.981,3/12/2023 19:25
1939,67.5833332,25.096124,0,-50.897,-4.572,-3.898,51.25,3/12/2023 19:25
1940,67.5833332,25.096124,0,-44.6,7.046,-29.159,53.75,3/12/2023 19:25
1941,67.5833332,25.096124,0,-43.626,5.847,-29.909,53.216,3/12/2023 19:25
1942,67.5833332,25.096124,0,-51.946,3.223,-14.317,53.98,3/12/2023 19:25
1943,67.5833332,25.096124,0,-49.398,-0.15,-9.97,50.394,3/12/2023 19:25
1944,67.5833332,25.096124,0,-48.648,2.249,-18.59,52.128,3/12/2023 19:25
1945,67.5833332,25.096124,0,-50.972,-0.45,-11.843,52.332,3/12/2023 19:25
1946,67.5833332,25.096124,0,-54.045,-0.3,-5.997,54.378,3/12/2023 19:25
1947,67.5833332,25.096124,0,-50.522,2.923,-18.515,53.887,3/12/2023 19:25
1948,67.5833332,25.096124,0,-48.199,7.421,-28.484,56.476,3/12/2023 19:25
1949,67.5833332,25.096124,0,-51.272,8.47,-18.59,55.192,3/12/2023 19:25
1950,67.5833332,25.096124,0,-49.623,13.717,-24.062,56.829,3/12/2023 19:25
1951,67.5833332,25.096124,0,-67.463,10.044,-13.193,69.471,3/12/2023 19:25
1952,67.5833332,25.096124,0,-52.846,8.695,-20.164,57.227,3/12/2023 19:25
1953,67.5833332,25.096124,0,-30.583,23.087,-42.052,56.892,3/12/2023 19:25
1954,67.5833332,25.096124,0,-38.454,2.624,-25.036,45.961,3/12/2023 19:25
1955,67.5833332,25.096124,0,-36.505,-17.615,-18.74,44.655,3/12/2023 19:25
1956,67.5833332,25.096124,0,-44.6,16.641,-31.333,56.99,3/12/2023 19:25
1957,67.5833332,25.096124,0,-44.975,2.474,-27.96,53.015,3/12/2023 19:25
1958,67.5833332,25.096124,0,-44.9,3.073,-27.51,52.747,3/12/2023 19:25
1959,67.5833332,25.096124,0,-46.999,4.348,-25.636,53.712,3/12/2023 19:25
1960,67.5833332,25.096124,0,-45.275,5.247,-25.786,52.367,3/12/2023 19:25
1961,67.5833332,25.096124,0,-45.35,5.097,-27.81,53.441,3/12/2023 19:25
1962,67.5833332,25.096124,0,-45.425,6.821,-27.135,53.351,3/12/2023 19:25
1963,67.5833332,25.096124,0,-32.682,28.709,-31.408,53.654,3/12/2023 19:25
1964,67.5833332,25.096124,0,-38.529,16.941,-25.261,49.087,3/12/2023 19:25
1965,67.5833332,25.096124,0,-50.897,10.794,-26.985,58.611,3/12/2023 19:25
1966,67.5833332,25.096124,0,-36.58,26.086,-30.658,54.392,3/12/2023 19:25
1967,67.5833332,25.096124,0,-40.928,14.392,-29.159,52.273,3/12/2023 19:25
1968,67.5833332,25.096124,0,-40.253,13.568,-24.736,49.155,3/12/2023 19:25
1969,67.5833332,25.096124,0,-42.052,18.14,-22.488,51.021,3/12/2023 19:25
1970,67.5833332,25.096124,0,-41.677,23.162,-27.135,54.861,3/12/2023 19:25
1971,67.5833332,25.096124,0,-40.403,18.665,-24.736,50.918,3/12/2023 19:25
1972,67.5833332,25.096124,0,-41.677,13.043,-27.21,51.454,3/12/2023 19:25
1973,67.5833332,25.096124,0,-45.35,8.096,-25.111,52.467,3/12/2023 19:25
1974,67.5833332,25.096124,0,-43.851,7.721,-23.987,50.575,3/12/2023 19:25
1975,67.5833332,25.096124,0,-44.825,2.998,-26.011,51.912,3/12/2023 19:25
1976,67.5833332,25.096124,0,-45.725,-0.3,-24.287,51.775,3/12/2023 19:25
1977,67.5833332,25.096124,0,-45.8,-0.45,-24.287,51.843,3/12/2023 19:25
1978,67.5833332,25.096124,0,-46.624,-1.874,-25.111,52.99,3/12/2023 19:25
1979,67.5833332,25.096124,0,-46.774,-1.649,-23.087,52.188,3/12/2023 19:25
1980,67.5833332,25.096124,0,-46.774,-1.799,-23.312,52.293,3/12/2023 19:25
1981,67.5833332,25.096124,0,-46.175,-3.523,-26.385,53.298,3/12/2023 19:25
1982,67.5833332,25.096124,0,-46.999,-3.748,-26.011,53.847,3/12/2023 19:25
1983,67.5833332,25.096124,0,-47.599,-3.898,-26.91,54.818,3/12/2023 19:25
1984,67.5833332,25.096124,0,-45.875,-5.097,-27.36,53.657,3/12/2023 19:25
1985,67.5833332,25.096124,0,-45.95,-4.797,-26.91,53.465,3/12/2023 19:25
1986,67.5833332,25.096124,0,-45.275,-2.624,-26.91,52.734,3/12/2023 19:25
1987,67.5833332,25.096124,0,-47.749,-2.923,-26.61,54.741,3/12/2023 19:25
1988,67.5833332,25.096124,0,-44.151,0.675,-29.684,53.206,3/12/2023 19:25
1989,67.5833332,25.096124,0,-43.326,-2.998,-30.208,52.903,3/12/2023 19:25
1990,67.5833332,25.096124,0,-43.476,-8.695,-30.283,53.692,3/12/2023 19:25
1991,67.5833332,25.096124,0,-45.725,-2.624,-29.984,54.742,3/12/2023 19:25
1992,67.5833332,25.096124,0,-43.326,-2.549,-32.832,54.421,3/12/2023 19:25
1993,67.5833332,25.096124,0,-44.151,-6.072,-30.658,54.093,3/12/2023 19:25
1994,67.5833332,25.096124,0,-39.503,-5.922,-30.958,50.537,3/12/2023 19:25
1995,67.5833332,25.096124,0,-40.403,-3.523,-32.682,52.086,3/12/2023 19:25
1996,67.5833332,25.096124,0,-43.101,-2.998,-33.507,54.675,3/12/2023 19:25
1997,67.5833332,25.096124,0,-37.779,1.049,-32.157,49.623,3/12/2023 19:25
1998,67.5833332,25.096124,0,-23.687,10.344,-43.701,50.773,3/12/2023 19:25
1999,67.5833332,25.096124,0,-28.334,21.063,-32.307,47.857,3/12/2023 19:25
2000,67.5833332,25.096124,0,-23.537,13.493,-44.451,52.076,3/12/2023 19:25
2001,67.5833332,25.096124,0,-23.762,17.69,-40.103,49.858,3/12/2023 19:25
2002,67.5833332,25.096124,0,-19.414,27.885,-39.728,52.276,3/12/2023 19:25
2003,67.5833332,25.096124,0,-28.334,21.588,-32.982,48.546,3/12/2023 19:25
2004,67.5833332,25.096124,0,-42.427,8.47,-11.244,44.701,3/12/2023 19:25
2005,67.5833332,25.096124,0,-45.275,6.896,-10.494,46.984,3/12/2023 19:25
2006,67.5833332,25.096124,0,-39.428,13.643,-28.634,50.603,3/12/2023 19:25
2007,67.5833332,25.096124,0,-45.875,5.247,-14.467,48.387,3/12/2023 19:25
2008,67.5833332,25.096124,0,-39.278,10.119,-28.634,49.65,3/12/2023 19:25
2009,67.5833332,25.096124,0,-39.803,6.971,-28.334,49.353,3/12/2023 19:25
2010,67.5833332,25.096124,0,-40.628,3.898,-30.058,50.688,3/12/2023 19:25
2011,67.5833332,25.096124,0,-41.302,4.423,-28.709,50.494,3/12/2023 19:25
2012,67.5833332,25.096124,0,-41.377,3.823,-26.91,49.506,3/12/2023 19:25
2013,67.5833332,25.096124,0,-44.376,5.097,-26.46,51.917,3/12/2023 19:25
2014,67.5833332,25.096124,0,-44.526,4.273,-26.161,51.818,3/12/2023 19:25
2015,67.5833332,25.096124,0,-44.675,3.073,-27.06,52.322,3/12/2023 19:25
2016,67.5833332,25.096124,0,-44.301,2.174,-27.435,52.153,3/12/2023 19:25
2017,67.5833332,25.096124,0,-43.776,2.099,-28.784,52.433,3/12/2023 19:25
2018,67.5833332,25.096124,0,-43.101,0.9,-29.159,52.046,3/12/2023 19:25
2019,67.5833332,25.096124,0,-43.551,2.699,-28.185,51.946,3/12/2023 19:25
2020,67.5833332,25.096124,0,-42.951,2.399,-28.11,51.388,3/12/2023 19:25
2021,67.5833332,25.096124,0,-42.727,1.124,-29.759,52.081,3/12/2023 19:25
2022,67.5833332,25.096124,0,-41.377,0,-28.784,50.404,3/12/2023 19:25
2023,67.5833332,25.096124,0,-44.226,1.874,-28.035,52.396,3/12/2023 19:25
2024,67.5833332,25.096124,0,-44.9,3.298,-28.634,53.356,3/12/2023 19:25
2025,67.5833332,25.096124,0,-43.176,1.049,-28.409,51.695,3/12/2023 19:25
2026,67.5833332,25.096124,0,-44.301,3.073,-28.259,52.636,3/12/2023 19:25
2027,67.5833332,25.096124,0,-42.502,2.099,-26.985,50.388,3/12/2023 19:25
2028,67.5833332,25.096124,0,-41.827,1.874,-27.285,49.975,3/12/2023 19:25
2029,67.5833332,25.096124,0,-45.125,2.099,-28.185,53.245,3/12/2023 19:25
2030,67.5833332,25.096124,0,-44.825,2.399,-27.96,52.885,3/12/2023 19:25
2031,67.5833332,25.096124,0,-45.2,1.499,-27.21,52.78,3/12/2023 19:25
2032,67.5833332,25.096124,0,-43.401,0.825,-28.035,51.675,3/12/2023 19:25
2033,67.5833332,25.096124,0,-43.101,0.9,-29.084,52.004,3/12/2023 19:25
2034,67.5833332,25.096124,0,-42.502,0.974,-27.66,50.719,3/12/2023 19:25
2035,67.5833332,25.096124,0,-43.701,1.124,-26.835,51.295,3/12/2023 19:25
2036,67.5833332,25.096124,0,-44.226,0.9,-26.46,51.545,3/12/2023 19:25
2037,67.5833332,25.096124,0,-44.151,0.974,-26.835,51.676,3/12/2023 19:25
2038,67.5833332,25.096124,0,-44.151,1.799,-26.236,51.389,3/12/2023 19:25
2039,67.5833332,25.096124,0,-42.727,-0.6,-27.435,50.78,3/12/2023 19:25
2040,67.5833332,25.096124,0,-42.502,-0.225,-27.135,50.426,3/12/2023 19:25
2041,67.5833332,25.096124,0,-44.301,1.199,-27.81,52.32,3/12/2023 19:25
2042,67.5833332,25.096124,0,-43.251,1.874,-27.36,51.213,3/12/2023 19:25
2043,67.5833332,25.096124,0,-42.801,1.274,-27.735,51.018,3/12/2023 19:25
2044,67.5833332,25.096124,0,-43.026,3.298,-28.185,51.541,3/12/2023 19:25
2045,67.5833332,25.096124,0,-43.776,1.199,-26.46,51.166,3/12/2023 19:25
2046,67.5833332,25.096124,0,-45.875,1.424,-27.36,53.433,3/12/2023 19:25
2047,67.5833332,25.096124,0,-43.701,1.649,-28.559,52.231,3/12/2023 19:25
2048,67.5833332,25.096124,0,-45.275,1.799,-27.435,52.969,3/12/2023 19:25
2049,67.5833332,25.096124,0,-42.951,1.049,-27.21,50.856,3/12/2023 19:25
2050,67.5833332,25.096124,0,-41.452,-0.974,-28.634,50.39,3/12/2023 19:25
2051,67.5833332,25.096124,0,-44.376,0.3,-29.009,53.017,3/12/2023 19:25
2052,67.5833332,25.096124,0,-42.202,-0.825,-29.384,51.43,3/12/2023 19:25
2053,67.5833332,25.096124,0,-41.302,-1.874,-29.159,50.593,3/12/2023 19:25
2054,67.5833332,25.096124,0,-44.6,0.375,-28.409,52.881,3/12/2023 19:25
2055,67.5833332,25.096124,0,-41.377,-0.825,-30.358,51.326,3/12/2023 19:25
2056,67.5833332,25.096124,0,-42.352,-0.45,-27.735,50.627,3/12/2023 19:25
2057,67.5833332,25.096124,0,-41.902,-0.15,-27.51,50.126,3/12/2023 19:25
2058,67.5833332,25.096124,0,-43.401,-0.075,-28.634,51.996,3/12/2023 19:26
2059,67.5833332,25.096124,0,-43.851,-0.6,-29.309,52.747,3/12/2023 19:26
2060,67.5833332,25.096124,0,-43.476,-0.9,-29.234,52.399,3/12/2023 19:26
2061,67.5833332,25.096124,0,-40.853,0.75,-28.934,50.067,3/12/2023 19:26
2062,67.5833332,25.096124,0,-40.928,-0.15,-26.76,48.9,3/12/2023 19:26
2063,67.5833332,25.096124,0,-42.801,-0.974,-29.759,52.139,3/12/2023 19:26
2064,67.5833332,25.096124,0,-44.526,-0.974,-28.859,53.069,3/12/2023 19:26
2065,67.5833332,25.096124,0,-44.675,-1.349,-29.609,53.613,3/12/2023 19:26
2066,67.5833332,25.096124,0,-42.727,2.324,-30.508,52.552,3/12/2023 19:26
2067,67.5833332,25.096124,0,-44.75,0.75,-28.259,52.932,3/12/2023 19:26
2068,67.5833332,25.096124,0,-29.084,-18.815,-30.208,45.961,3/12/2023 19:26
2069,67.5833332,25.096124,0,-23.537,-34.856,-27.585,50.298,3/12/2023 19:26
2070,67.5833332,25.096124,0,-30.808,-34.781,-27.06,53.769,3/12/2023 19:26
2071,67.5833332,25.096124,0,-15.292,-35.905,-27.66,47.834,3/12/2023 19:26
2072,67.5833332,25.096124,0,-15.142,-27.96,-30.583,44.117,3/12/2023 19:26
2073,67.5833332,25.096124,0,-25.786,-33.282,-30.433,51.95,3/12/2023 19:26
2074,67.5833332,25.096124,0,-29.009,-31.033,-31.033,52.608,3/12/2023 19:26
2075,67.5833332,25.096124,0,-25.711,-28.185,-35.53,52.133,3/12/2023 19:26
2076,67.5833332,25.096124,0,-14.467,-36.805,-31.183,50.361,3/12/2023 19:26
2077,67.5833332,25.096124,0,7.196,-29.909,-38.154,49.011,3/12/2023 19:26
2078,67.5833332,25.096124,0,-29.834,-25.036,-34.781,52.217,3/12/2023 19:26
2079,67.5833332,25.096124,0,-21.138,-26.385,-34.256,48.13,3/12/2023 19:26
2080,67.5833332,25.096124,0,-10.269,-21.363,-37.854,44.663,3/12/2023 19:26
2081,67.5833332,25.096124,0,-11.694,-22.787,-35.456,43.739,3/12/2023 19:26
2082,67.5833332,25.096124,0,-17.315,-22.563,-35.231,45.278,3/12/2023 19:26
2083,67.5833332,25.096124,0,-17.166,-24.062,-31.708,43.347,3/12/2023 19:26
2084,67.5833332,25.096124,0,-17.241,-24.287,-31.033,43.013,3/12/2023 19:26
2085,67.5833332,25.096124,0,-17.39,-24.811,-31.932,44.019,3/12/2023 19:26
2086,67.5833332,25.096124,0,-18.14,-25.111,-33.057,45.303,3/12/2023 19:26
2087,67.5833332,25.096124,0,-15.816,-23.387,-32.382,42.962,3/12/2023 19:26
2088,67.5833332,25.096124,0,-17.465,-24.512,-32.232,44.1,3/12/2023 19:26
2089,67.5833332,25.096124,0,-16.941,-23.762,-32.232,43.48,3/12/2023 19:26
2090,67.5833332,25.096124,0,-16.791,-25.111,-32.232,44.175,3/12/2023 19:26
